"logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene","Direction"
-1.26031860914365,3.66573679845327,-8.6694307645416,5.82901107570027e-17,2.38296197932087e-15,27.8282319156732,"SRRM3","Down"
1.00089425483468,0.95719123207593,8.65033218500236,6.74544100797268e-17,2.73109285810779e-15,27.6852622145927,"IBSP","Up"
-1.52549140216162,3.9830876660697,-8.62859080389778,7.96303582787679e-17,3.20098836393625e-15,27.5227933187701,"ABCC8","Down"
-1.18004451792988,3.27756480020851,-8.62479155472214,8.19707721061739e-17,3.28722312996259e-15,27.4944334447292,"RIPPLY2","Down"
1.0711085766428,1.97916679708353,8.61676187423858,8.7143375036656e-17,3.47809446858388e-15,27.4345256084242,"PHLDA2","Up"
1.50457085547262,1.34941796707001,8.60954660124573,9.20659677269778e-17,3.64862845747174e-15,27.380729262709,"PI3","Up"
1.07068962211239,1.71445693249185,8.60628490164022,9.43805645502856e-17,3.73157710967244e-15,27.3564213523043,"FMOD","Up"
1.75553030463967,6.57551635179521,8.59689203244254,1.01372397500045e-16,3.97998902352742e-15,27.2864589822677,"SERPINA3","Up"
-1.18261995624911,4.0149129913238,-8.59433311591606,1.03364400175693e-16,4.0487595166493e-15,27.2674088549146,"CNTN1","Down"
1.13234444337999,2.92806049939074,8.58602738219385,1.10100584823752e-16,4.28273475793637e-15,27.2056050129618,"GBP1","Up"
1.08688539327392,1.69981059589718,8.5614394414581,1.32692499774211e-16,5.1142786583456e-15,27.0229044901373,"CTD-3049M7.1","Up"
-1.14369344135071,4.20529426905752,-8.55891480134592,1.35256956632784e-16,5.20121671362096e-15,27.0041672793569,"IGSF21","Down"
1.40286812802669,4.34328203703067,8.54658775416282,1.48499551175777e-16,5.67160530715106e-15,26.9127384110897,"S100A4","Up"
1.62446382991865,5.31148362828175,8.53922270984367,1.57015184579012e-16,5.96038792979299e-15,26.8581593229582,"FABP5","Up"
-1.43466474958187,3.53994605074399,-8.53317376239779,1.64368841495703e-16,6.16584498287778e-15,26.8133595324116,"CHGB","Down"
1.92819756435996,5.43262340175133,8.52486749272582,1.75024420120627e-16,6.48991733792353e-15,26.7518801884698,"CHI3L2","Up"
-1.08394335912132,3.78177119719062,-8.50291295118071,2.06589505078249e-16,7.61397600444845e-15,26.5895979889408,"PHACTR3","Down"
-1.18516709811171,5.3090923060772,-8.50172409299682,2.08450910709181e-16,7.66580499797978e-15,26.5808192013387,"PSD","Down"
-1.49522766720596,3.25533301771106,-8.49654654834228,2.16752688315443e-16,7.91923108307376e-15,26.5425978043217,"ETNPPL","Down"
